language;glottocode;lemma;pos;reference;meaning_ru;morph_deleted;target_ipa_morph;derived;target_ipa;russian_ipa;metathesis;problems;total_segments;match_count
Bagvalal;bagv1239;ТОЛМ?Ч;noun;Magomedova 2004;толмач;;;;t-o-l-m-'a-t?;t-O-l-m-'a-t?;;;6;6
Botlikh;botl1242;талма?ч;noun;Alekseev, Azayev 2019;толмач;;;;t-a-l-m-'a-t?;t-O-l-m-'a-t?;;;6;5
Karata-Tukita;kara1474;ТИ'ЛМАЧ;noun;Magomedova, Khalidova 2001;толмач;;;;t-'i-l-m-a-t?;t-O-l-m-'a-t?;;;6;5
Akhvakh;akhv1239;то'ли;noun;Magomedova, Abdulayeva 2007;толь;;;;t-'o-l-i;t-'o-l?-0;;;4;3
Avar;avar1256;тол/ь;noun;Gimbatov 2006;толь;;;;t-o-l;t-'o-l?;;;3;3
Bagvalal;bagv1239;ТОЛ;noun;Magomedova 2004;толь;;;;t-o-l;t-'o-l?;;;3;3
Karata-Tukita;kara1474;ТОЛ;noun;Magomedova, Khalidova 2001;толь;;;;t-o-l;t-'o-l?;;;3;3
Avar;avar1256;тома?т;noun;Gimbatov 2006;томат;;;;t-o-m-'a-t;t-O-m-'a-t;;;5;5
Botlikh;botl1242;тама?т;noun;Alekseev, Azayev 2019;томат;;;;t-a-m-'a-t;t-O-m-'a-t;;;5;4
Godoberi;ghod1238;ТАМ?ТИ;noun;Saidova 2006;томат;;;;t-a-m-'a-t-i;t-O-m-'a-t-0;;;6;4
Avar;avar1256;т?нна;noun;Gimbatov 2006;тонна;;;;t-'o-n-a;t-'o-n-A;;;4;4
Botlikh;botl1242;то?на;noun;Alekseev, Azayev 2019;тонна;;;;t-'o-n-a;t-'o-n-A;;;4;4
Avar;avar1256;т?рмоз;noun;Gimbatov 2006;тормоз;;;;t-'o-r-m-o-z;t-'o-r-m-O-Z;;;6;6
Botlikh;botl1242;то?рмуз;noun;Alekseev, Azayev 2019;тормоз;;;;t-'o-r-m-u-z;t-'o-r-m-O-Z;;;6;5
Avar;avar1256;торт;noun;Gimbatov 2006;торт;;;;t-'o-r-t;t-'o-r-t;;;4;4
Botlikh;botl1242;торт;noun;Alekseev, Azayev 2019;торт;;;;t-o-r-t;t-'o-r-t;;;4;4
Botlikh;botl1242;торп;noun;Alekseev, Azayev 2019;торф;;;;t-o-r-p;t-'o-r-f;;;4;3
Botlikh;botl1242;тост;noun;Alekseev, Azayev 2019;тост;;;;t-o-s-t;t-'o-s-t;;;4;4
Botlikh;botl1242;то?чка;noun;Alekseev, Azayev 2019;точка;;;;t-'o-t?-k-a;t-'o-t?-k-A;;;5;5
Avar;avar1256;тра?ктор;noun;Gimbatov 2006;трактор;;;;t-r-'a-k-t-o-r;t-r-'a-k-t-O-r;;;7;7
Bagvalal;bagv1239;ТАР?ХТУР;noun;Magomedova 2004;трактор;;;;t-a-r-'a-?-t-u-r;t-0-r-'a-k-t-O-r;;;8;5
Botlikh;botl1242;тара?ктор;noun;Alekseev, Azayev 2019;трактор;;;;t-a-r-'a-k-t-o-r;t-0-r-'a-k-t-O-r;;;8;7
Botlikh;botl1242;тара?ктур;noun;Saidova, Abusov 2012;трактор;;;;t-a-r-'a-k-t-u-r;t-0-r-'a-k-t-O-r;;;8;6
Godoberi;ghod1238;ТАР?ХТУР;noun;Saidova 2006;трактор;;;;t-a-r-'a-?-t-u-r;t-0-r-'a-k-t-O-r;;;8;5
Avar;avar1256;трактор?ст;noun;Gimbatov 2006;тракторист;;;;t-r-a-k-t-o-r-'i-s-t;t-r-A-k-t-O-r?-'i-s-t;;;10;10
Bagvalal;bagv1239;ТАРАХТАР?ИСТ;noun;Magomedova 2004;тракторист;;;;t-a-r-a-?-t-a-r-'i-s-t;t-0-r-A-k-t-O-r?-'i-s-t;;;11;8
Botlikh;botl1242;тарактори?ст;noun;Saidova, Abusov 2012;тракторист;;;;t-a-r-a-k-t-o-r-'i-s-t;t-0-r-A-k-t-O-r?-'i-s-t;;;11;10
Godoberi;ghod1238;ТАРАХТАРИ?СТ;noun;Saidova 2006;тракторист;;;;t-a-r-a-?-t-a-r-'i-s-t;t-0-r-A-k-t-O-r?-'i-s-t;;;11;8
Avar;avar1256;трамва?/й;noun;Gimbatov 2006;трамвай;;;;t-r-a-m-w-'a-j;t-r-A-m-v-'a-j;;;7;6
Botlikh;botl1242;тарамба?й;noun;Alekseev, Azayev 2019;трамвай;;;;t-a-r-a-m-b-'a-j;t-0-r-A-m-v-'a-j;;;8;6
Botlikh;botl1242;тарамва?й;noun;Saidova, Abusov 2012;трамвай;;;;t-a-r-a-m-w-'a-j;t-0-r-A-m-v-'a-j;;;8;6
Godoberi;ghod1238;ТАРАМВ?Й;noun;Saidova 2006;трамвай;;;;t-a-r-a-m-w-'a-j;t-0-r-A-m-v-'a-j;;;8;6
Bagvalal;bagv1239;МАШ?ИНА–ГЬОРКО;noun;Magomedova 2004;машина;horko, ;m-a-?-'i-n-a-h-o-r-k-o;;m-a-?-'i-n-a;m-A-?-'i-n-A;;;6;6
Avar;avar1256;трансформа?тор;noun;Gimbatov 2006;трансформатор;;;;t-r-a-n-s-f-o-r-m-'a-t-o-r;t-r-A-n-s-f-O-r-m-'a-t-O-r;;;13;13
Bagvalal;bagv1239;ТАРА?СУМA??ТАР;noun;Magomedova 2004;трансформатор;;;;t-a-r-a?-0-s-u-0-0-0-m-'a?-t-a-r;t-0-r-A-n-s-0-f-O-r-m-'a-t-O-r;;;15;3
Botlikh;botl1242;тирико?;noun;Alekseev, Azayev 2019;трико;;;;t-i-r-i-k-'o;t-0-r?-I-k-'o;;;6;5
Avar;avar1256;тролл?йбус;noun;Gimbatov 2006;троллейбус;;;;t-r-o-l-'e-j-b-u-s;t-r-O-l-'e-j-b-U-s;;;9;9
Botlikh;botl1242;тарале?йбус;noun;Alekseev, Azayev 2019;троллейбус;;;;t-a-r-a-l-'e-j-b-u-s;t-0-r-O-l-'e-j-b-U-s;;;10;8
Godoberi;ghod1238;ТАРАЛ?ЙБУСУ;noun;Saidova 2006;троллейбус;;;;t-a-r-a-l-'e-j-b-u-s-u;t-0-r-O-l-'e-j-b-U-s-0;;;11;8
Akhvakh;akhv1239;туруба';noun;Magomedova, Abdulayeva 2007;труба;;;;t-u-r-u-b-'a;t-0-r-U-b-'a;;;6;5
Avar;avar1256;турба?;noun;Gimbatov 2006;труба;;;;t-u-r-b-'a;t-r-U-b-'a;1;;5;3
Botlikh;botl1242;турба?;noun;Alekseev, Azayev 2019;труба;;;;t-u-r-b-'a;t-r-U-b-'a;1;;5;3
Botlikh;botl1242;турб/а?;noun;Saidova, Abusov 2012;труба;;;;t-u-r-b-'a;t-r-U-b-'a;1;;5;3
Godoberi;ghod1238;ТУРБ?;noun;Saidova 2006;труба;;;;t-u-r-b-'a;t-r-U-b-'a;1;;5;3
Karata-Tukita;kara1474;ТУ'РП/А;noun;Magomedova, Khalidova 2001;труба;;;;t-'u-r-p-a;t-r-U-b-'a;1;;5;2
Botlikh;botl1242;туру?д-зив;noun;Alekseev, Azayev 2019;труд;ziw, day;t-u-r-'u-d-z-i-w;;t-u-r-'u-d;t-0-r-'u-D;;;5;4
Botlikh;botl1242;туру?сик;noun;Alekseev, Azayev 2019;трусики;;;;t-u-r-'u-s-i-k-0;t-0-r-'u-s?-I-k?-I;;;8;6
Andi;andi1255;т?уз;noun;Salimov 2010;туз;;;;t'-u-z;t-'u-Z;;;3;2
Avar;avar1256;туз;noun;Gimbatov 2006;туз;;;;t'-u-z;t-'u-Z;;;3;2
Bagvalal;bagv1239;ТУЗ;noun;Magomedova 2004;туз;;;;t-u-z;t-'u-Z;;;3;3
Botlikh;botl1242;туз;noun;Alekseev, Azayev 2019;туз;;;;t-u-z;t-'u-Z;;;3;3
Botlikh;botl1242;тIуз;noun;Saidova, Abusov 2012;туз;;;;t'-u-z;t-'u-Z;;;3;2
Godoberi;ghod1238;ТIУЗЗ?;noun;Saidova 2006;туз;;;;t'-u-z-z-'a;t-'u-Z-0-0;;;5;2
Botlikh;botl1242;турист;noun;Alekseev, Azayev 2019;турист;;;;t-u-r-i-s-t;t-U-r?-'i-s-t;;;6;6
Akhvakh;akhv1239;ту'рко;noun;Magomedova, Abdulayeva 2007;турок;-o, PL;t-'u-r-k-o;;t-'u-r-0-k;t-'u-r-O-k;;;5;4
Akhvakh;akhv1239;туки';noun;Magomedova, Abdulayeva 2007;турки;;;;t-u-0-k-'i;t-'u-r-k?-I;;;5;4
Bagvalal;bagv1239;Т?УРКАДИ;noun;Magomedova 2004;турок;-adi, PL;t-'u-r-k-a-d-i;1;t-'u-r-0-k;t-'u-r-O-k;;;5;4
Botlikh;botl1242;ту?ркал;noun;Saidova, Abusov 2012;турок;-al, PL;t-'u-r-k-a-l;1;t-'u-r-0-k;t-'u-r-O-k;;;5;4
Godoberi;ghod1238;ТУ?РКА/Л;noun;Saidova 2006;турок;-al, PL;t-'u-r-k-a-l;1;t-'u-r-0-k;t-'u-r-O-k;;;5;4
Godoberi;ghod1238;ТУРКИ?;noun;Saidova 2006;турки;;;;t-u-r-k?-'i;t-'u-r-k?-I;;;5;5
Karata-Tukita;kara1474;ТУРКА'БДИ;;Magomedova, Khalidova 2001;турок;-abdi, PL;t-u-r-k-'a-b-d-i;1;t-u-r-0-k;t-'u-r-O-k;;;5;4
Akhvakh;akhv1239;туркме'на;noun;Magomedova, Abdulayeva 2007;туркмен;-a, CL;t-u-r-k-m-'e-n-a;;t-u-r-k-m-'e-n;t-U-r-k-m?-'e-n;;;7;7
Avar;avar1256;туркм?н;noun;Gimbatov 2006;туркмен;;t-u-r-k-m-'e-n;;t-u-r-k-m-'e-n;t-U-r-k-m?-'e-n;;;7;7
Bagvalal;bagv1239;ТУРКМ?НАДУВ;noun;Magomedova 2004;туркмен;-aduw, CL;t-u-r-k-m-'e-n-a-d-u-w;;t-u-r-k-m-'e-n;t-U-r-k-m?-'e-n;;;7;7
Botlikh;botl1242;туркме?нав;noun;Saidova, Abusov 2012;туркмен;-aw, CL;t-u-r-k-m-'e-n-a-w;;t-u-r-k-m-'e-n;t-U-r-k-m?-'e-n;;;7;7
Godoberi;ghod1238;ТУРКМ?НА/В;noun;Saidova 2006;туркмен;-aw, CL;t-u-r-k-m-'e-n-a-w;;t-u-r-k-m-'e-n;t-U-r-k-m?-'e-n;;;7;7
Tindi;tind1238;ТУРКМ?НАВ;noun;Magomedova 2003;туркмен;-aw, CL;t-u-r-k-m-'e-n-a-w;;t-u-r-k-m-'e-n;t-U-r-k-m?-'e-n;;;7;7
Bagvalal;bagv1239;ТУРКМ?НАДУЙ;noun;Magomedova 2004;туркмен;-aduj, CL;t-u-r-k-m-'e-n-a-d-u-j;1;t-u-r-k-m-'e-n;t-U-r-k-m?-'e-n;;;7;7
Botlikh;botl1242;туркме?най;noun;Alekseev, Azayev 2019;туркмен;-aj, CL;t-u-r-k-m-'e-n-a-j;;t-u-r-k-m-'e-n;t-U-r-k-m?-'e-n;;;7;7
Godoberi;ghod1238;ТУРКМ?НА/Й;noun;Saidova 2006;туркмен;-aj, CL;t-u-r-k-m-'e-n-a-j;1;t-u-r-k-m-'e-n;t-U-r-k-m?-'e-n;;;7;7
Tindi;tind1238;ТУРКМ?НАЙ;noun;Magomedova 2003;туркмен;-aj, CL;t-u-r-k-m-'e-n-a-j;1;t-u-r-k-m-'e-n;t-U-r-k-m?-'e-n;;;7;7
Akhvakh;akhv1239;туркме'но;noun;Magomedova, Abdulayeva 2007;туркмен;-o, PL;t-u-r-k-m-'e-n-o;1;t-u-r-k-m-'e-n;t-U-r-k-m?-'e-n;;;7;7
Bagvalal;bagv1239;ТУРКМ?НАДИ;noun;Magomedova 2004;туркмен;-adi, PL;t-u-r-k-m-'e-n-a-d-i;1;t-u-r-k-m-'e-n;t-U-r-k-m?-'e-n;;;7;7
Botlikh;botl1242;туркме?нал;noun;Saidova, Abusov 2012;туркмен;-al, PL;t-u-r-k-m-'e-n-a-l;1;t-u-r-k-m-'e-n;t-U-r-k-m?-'e-n;;;7;7
Godoberi;ghod1238;ТУРКМ?НА/Л;noun;Saidova 2006;туркмен;-al, PL;t-u-r-k-m-'e-n-a-l;1;t-u-r-k-m-'e-n;t-U-r-k-m?-'e-n;;;7;7
Tindi;tind1238;ТУРКМ?Н/?ЙИ;noun;Magomedova 2003;туркмен;-a:ji, PL;t-u-r-k-m-'e-n-a:-j-i;1;t-u-r-k-m-'e-n;t-U-r-k-m?-'e-n;;;7;7
Botlikh;botl1242;турни?кI;noun;Saidova, Abusov 2012;турник;;;;t-u-r-n-'i-k';t-U-r-n?-'i-k;;;6;5
Godoberi;ghod1238;ТУРНИ?К/И;noun;Saidova 2006;турник;;;;t-u-r-n-'i-k?-i;t-U-r-n?-'i-k-0;;;7;6
Avar;avar1256;т?рка/в;noun;Gimbatov 2006;турок;-aw, CL;t-'u-r-k-a-w;;t-'u-r-0-k;t-'u-r-O-k;;;5;4
Bagvalal;bagv1239;Т?УРКАДУВ;noun;Magomedova 2004;турок;-aduw, CL;t-'u-r-k-a-d-u-w;;t-'u-r-0-k;t-'u-r-O-k;;;5;4
Botlikh;botl1242;ту?ркав;noun;Alekseev, Azayev 2019;турок;-aw, CL;t-'u-r-k-a-w;;t-'u-r-0-k;t-'u-r-O-k;;;5;4
Godoberi;ghod1238;ТУ?РКА/В;noun;Saidova 2006;турок;-aw, CL;t-'u-r-k-a-w;;t-'u-r-0-k;t-'u-r-O-k;;;5;4
Karata-Tukita;kara1474;ТУРКА'В;;Magomedova, Khalidova 2001;турок;-aw, CL;t-u-r-k-'a-w;;t-u-r-0-k;t-'u-r-O-k;;;5;4
Tindi;tind1238;ТУ?РКАВ;noun;Magomedova 2003;турок;-aw, CL;t-'u-r-k-a-w;;t-'u-r-0-k;t-'u-r-O-k;;;5;4
Bagvalal;bagv1239;Т?УРКАДУЙ;noun;Magomedova 2004;турок;-aduj, CL;t-'u-r-k-a-d-u-j;1;t-'u-r-0-k;t-'u-r-O-k;;;5;4
Botlikh;botl1242;ту?ркай;noun;Saidova, Abusov 2012;турок;-aj, CL;t-'u-r-k-a-j;;t-'u-r-0-k;t-'u-r-O-k;;;5;4
Godoberi;ghod1238;ТУ?РКА/Й;noun;Saidova 2006;турок;-aj, CL;t-'u-r-k-a-j;1;t-'u-r-0-k;t-'u-r-O-k;;;5;4
Karata-Tukita;kara1474;ТУРКА'Й;;Magomedova, Khalidova 2001;турок;-aj, CL;t-u-r-k-'a-j;1;t-u-r-0-k;t-'u-r-O-k;;;5;4
Tindi;tind1238;ТУ?РКАЙ;noun;Magomedova 2003;турок;-aj, CL;t-'u-r-k-a-j;1;t-'u-r-0-k;t-'u-r-O-k;;;5;4
Akhvakh;akhv1239;тIу'пIили;noun;Magomedova, Abdulayeva 2007;туфли;;;;t'-'u-p'-i-l-i;t-'u-f-0-l?-I;;;6;3
Botlikh;botl1242;ту?плйабалъи;noun;Alekseev, Azayev 2019;туфля;-ba?i, PL;t-'u-p-l-j-a-b-a-?-i;;t-'u-p-l-j-a;t-'u-f-l?-0-A;;;6;4
Botlikh;botl1242;ту?пл/и;noun;Saidova, Abusov 2012;туфли;;;;t-'u-p-l-i;t-'u-f-l?-I;;;5;4
Godoberi;ghod1238;ТУПЛ/И?;noun;Saidova 2006;туфли;;;;t-u-p-l-'i;t-'u-f-l?-I;;;5;4
Avar;avar1256;т?фла;noun;Gimbatov 2006;туфля;;;;t-'u-f-l-a;t-'u-f-l?-A;;;5;5
Tindi;tind1238;ТУ?Щ/?ЙИ;noun;Magomedova 2003;туш;-a:ji, PL;t-'u-??-a?-j-i;;t-'u-??;t-'u-?;;;3;3
Akhvakh;akhv1239;ту'ки;noun;Magomedova, Abdulayeva 2007;тюк;;;;t-'u-k-i;t?-'u-k-0;;;4;3
Akhvakh;akhv1239;ту'пи;noun;Magomedova, Abdulayeva 2007;тюк;;;;t-'u-p-i;t?-'u-k-0;;;4;2
Bagvalal;bagv1239;ТОК?;noun;Magomedova 2004;тюк;;;;t-o-k;t?-'u-k;;;3;2
Botlikh;botl1242;тук;noun;Saidova, Abusov 2012;тюк;;;;t-u-k;t?-'u-k;;;3;3
Godoberi;ghod1238;ТУ?К/И;noun;Saidova 2006;тюк;;;;t-'u-k?-i;t?-'u-k-0;;;4;3
Tindi;tind1238;Т?КИ?;noun;Magomedova 2003;тюк;;;;t-o-k-i;t?-'u-k-0;;;4;2
Botlikh;botl1242;убо?рни;noun;Saidova, Abusov 2012;уборная;;;;u-b-'o-r-n-i-0-0;U-b-'o-r-n-A-j-A;;;8;5
Godoberi;ghod1238;УБ?РНИ;noun;Saidova 2006;уборная;;;;u-b-'o-r-n-i-0-0;U-b-'o-r-n-A-j-A;;;8;5
Karata-Tukita;kara1474;ОБО'РНИ;noun;Magomedova, Khalidova 2001;уборная;;;;o-b-'o-r-n-i-0-0;U-b-'o-r-n-A-j-A;;;8;4
Avar;avar1256;уб?рщица;noun;Gimbatov 2006;уборщица;;;;u-b-'o-r-??-i-ts-a;U-b-'o-r-??-I-ts-A;;;8;7
Botlikh;botl1242;убо?рщица;noun;Alekseev, Azayev 2019;уборщица;;;;u-b-'o-r-??-i-ts-a;U-b-'o-r-??-I-ts-A;;;8;7
Bagvalal;bagv1239;УД?РНИК;noun;Magomedova 2004;ударник;;;;u-d-'a-r-n-i-k;U-d-'a-r-n?-I-k;;;7;7
Avar;avar1256;удм?рт;noun;Gimbatov 2006;удмурт;;;;u-d-m-'u-r-t;U-d-m-'u-r-t;;;6;6
Botlikh;botl1242;удму?ртав;;Saidova, Abusov 2012;удмурт;-aw, CL;u-d-m-'u-r-t-a-w;;u-d-m-'u-r-t;U-d-m-'u-r-t;;;6;6
Godoberi;ghod1238;УДМУ?РТА/В;;Saidova 2006;удмурт;-aw, CL;u-d-m-'u-r-t-a-w;;u-d-m-'u-r-t;U-d-m-'u-r-t;;;6;6
Botlikh;botl1242;удму?ртай;;Saidova, Abusov 2012;удмурт;-aj, CL;u-d-m-'u-r-t-a-j;1;u-d-m-'u-r-t;U-d-m-'u-r-t;;;6;6
Godoberi;ghod1238;УДМУ?РТА/Й;;Saidova 2006;удмурт;-aj, CL;u-d-m-'u-r-t-a-j;1;u-d-m-'u-r-t;U-d-m-'u-r-t;;;6;6
Botlikh;botl1242;удму?ртал;;Saidova, Abusov 2012;удмурт;-al, PL;u-d-m-'u-r-t-a-l;1;u-d-m-'u-r-t;U-d-m-'u-r-t;;;6;6
Godoberi;ghod1238;УДМУ?РТА/Л;;Saidova 2006;удмурт;-al, PL;u-d-m-'u-r-t-a-l;1;u-d-m-'u-r-t;U-d-m-'u-r-t;;;6;6
Botlikh;botl1242;удобре?ни;noun;Alekseev, Azayev 2019;удобрение;;;;u-d-o-b-r-'e-n-i-0-0;U-d-O-b-r?-'e-n?-I-j-E;;;10;8
Botlikh;botl1242;закони?йаб булIа?й;verb;Alekseev, Azayev 2019;закон;-ijab, ATTR;z-a-k-o-n-'i-j-a-b b-u-t?-'a-j;1;z-a-k-o-n;z-A-k-'o-n;;;5;5
Akhvakh;akhv1239;узбе'ки;noun;Magomedova, Abdulayeva 2007;узбек;-i, CL;u-z-b-'e-k-i;1;u-z-b-'e-k;U-z-b?-'e-k;;;5;5
Bagvalal;bagv1239;УЗБ?КАДУВ;;Magomedova 2004;узбек;-aduw, CL;u-z-b-'e-k-a-d-u-w;1;u-z-b-'e-k;U-z-b?-'e-k;;;5;5
Bagvalal;bagv1239;УЗБ?КАВ;;Magomedova 2004;узбек;-aw, CL;u-z-b-'e-k-a-w;;u-z-b-'e-k;U-z-b?-'e-k;;;5;5
Botlikh;botl1242;узбе?кав;noun;Alekseev, Azayev 2019;узбек;-aw, CL;u-z-b-'e-k-a-w;;u-z-b-'e-k;U-z-b?-'e-k;;;5;5
Godoberi;ghod1238;УЗБ?КА/В;;Saidova 2006;узбек;-aw, CL;u-z-b-'e-k-a-w;;u-z-b-'e-k;U-z-b?-'e-k;;;5;5
Karata-Tukita;kara1474;УЗБЕ'КАВ;;Magomedova, Khalidova 2001;узбек;-aw, CL;u-z-b-'e-k-a-w;;u-z-b-'e-k;U-z-b?-'e-k;;;5;5
Tindi;tind1238;УЗБ?КАВУ;;Magomedova 2003;узбек;-awu, CL;u-z-b-'e-k-a-w-u;;u-z-b-'e-k;U-z-b?-'e-k;;;5;5
Akhvakh;akhv1239;узбе'ко;noun;Magomedova, Abdulayeva 2007;узбек;-o, PL;u-z-b-'e-k-o;1;u-z-b-'e-k;U-z-b?-'e-k;;;5;5
Bagvalal;bagv1239;УЗБ?КАД/И;;Magomedova 2004;узбек;-adi, PL;u-z-b-'e-k-a-d-i;1;u-z-b-'e-k;U-z-b?-'e-k;;;5;5
Botlikh;botl1242;узбе?кал;noun;Alekseev, Azayev 2019;узбек;-al, PL;u-z-b-'e-k-a-l;1;u-z-b-'e-k;U-z-b?-'e-k;;;5;5
Chamalal;cham1309;УЗБЕКАЛИ;;Magomedova 1999;узбек;-ali, PL;u-z-b-e-k-a-l-i;;u-z-b-'e-k;U-z-b?-'e-k;;;5;5
Godoberi;ghod1238;УЗБ?КА/Л;;Saidova 2006;узбек;-al, PL;u-z-b-'e-k-a-l;1;u-z-b-'e-k;U-z-b?-'e-k;;;5;5
Karata-Tukita;kara1474;УЗБЕ'КДИ;;Magomedova, Khalidova 2001;узбек;-di, PL;u-z-b-'e-k-d-i;1;u-z-b-'e-k;U-z-b?-'e-k;;;5;5
Tindi;tind1238;УЗБ?К/?ЙИ;;Magomedova 2003;узбек;-a:ji, PL;u-z-b-'e-k-a:-j-i;1;u-z-b-'e-k;U-z-b?-'e-k;;;5;5
Botlikh;botl1242;узбе?калуб;;Alekseev, Azayev 2019;узбек;-alub, ADJZ;u-z-b-'e-k-a-l-u-b;1;u-z-b-'e-k;U-z-b?-'e-k;;;5;5
Akhvakh;akhv1239;узбе'ка;noun;Magomedova, Abdulayeva 2007;узбек;-a, CL;u-z-b-'e-k-a;;u-z-b-'e-k;U-z-b?-'e-k;;;5;5
Bagvalal;bagv1239;УЗБ?КАДУЙ;;Magomedova 2004;узбек;-aduj, CL;u-z-b-'e-k-a-d-u-j;1;u-z-b-'e-k;U-z-b?-'e-k;;;5;5
Bagvalal;bagv1239;УЗБ?КАЙ;;Magomedova 2004;узбек;-aj, CL;u-z-b-'e-k-a-j;1;u-z-b-'e-k;U-z-b?-'e-k;;;5;5
Botlikh;botl1242;узбе?кай;noun;Alekseev, Azayev 2019;узбек;-aj, CL;u-z-b-'e-k-a-j;1;u-z-b-'e-k;U-z-b?-'e-k;;;5;5
Godoberi;ghod1238;УЗБ?КА/Й;;Saidova 2006;узбек;-aj, CL;u-z-b-'e-k-a-j;1;u-z-b-'e-k;U-z-b?-'e-k;;;5;5
Karata-Tukita;kara1474;УЗБЕ'КАЙ;;Magomedova, Khalidova 2001;узбек;-aj, CL;u-z-b-'e-k-a-j;1;u-z-b-'e-k;U-z-b?-'e-k;;;5;5
Tindi;tind1238;УЗБ?КАЙ;;Magomedova 2003;узбек;-aj, CL;u-z-b-'e-k-a-j;1;u-z-b-'e-k;U-z-b?-'e-k;;;5;5
Avar;avar1256;ука?з;noun;Gimbatov 2006;указ;;;;u-k-'a-z;U-k-'a-Z;;;4;4
Botlikh;botl1242;ука?з;noun;Saidova, Abusov 2012;указ;;;;u-k-'a-z;U-k-'a-Z;;;4;4
Godoberi;ghod1238;УК?З/И;noun;Saidova 2006;указ;;;;u-k-'a-z-i;U-k-'a-Z-0;;;5;4
Akhvakh;akhv1239;око'ли;noun;Magomedova, Abdulayeva 2007;укол;;;;o-k-'o-l-i;U-k-'o-l-0;;;5;3
Avar;avar1256;ук?л;noun;Gimbatov 2006;укол;;;;u-k-'o-l;U-k-'o-l;;;4;4
Bagvalal;bagv1239;ИК?Л;noun;Magomedova 2004;укол;;;;i-k-'o-l;U-k-'o-l;;;4;3
Botlikh;botl1242;уко?л;noun;Alekseev, Azayev 2019;укол;;;;u-k-'o-l;U-k-'o-l;;;4;4
Botlikh;botl1242;око?л;noun;Saidova, Abusov 2012;укол;;;;o-k-'o-l;U-k-'o-l;;;4;3
Godoberi;ghod1238;ОК?Л;noun;Saidova 2006;укол;;;;o-k-'o-l;U-k-'o-l;;;4;3
Godoberi;ghod1238;УК?Л;noun;Saidova 2006;укол;;;;u-k-'o-l;U-k-'o-l;;;4;4
Karata-Tukita;kara1474;ОКО'Л;noun;Magomedova, Khalidova 2001;укол;;;;o-k-'o-l;U-k-'o-l;;;4;3
Avar;avar1256;укра?н;noun;Gimbatov 2006;украинец;;;;u-k-r-a-'i-n;U-k-r-A-'i-n;;;6;6
Bagvalal;bagv1239;УКРА?ИНАВ;;Magomedova 2004;Украина;-aw, CL;u-k-r-a-'i-n-a-w;;u-k-r-a-'i-n-a;U-k-r-A-'i-n-A;;;7;7
Botlikh;botl1242;украи?нав;;Alekseev, Azayev 2019;Украина;-aw, CL;u-k-r-a-'i-n-a-w;;u-k-r-a-'i-n-a;U-k-r-A-'i-n-A;;;7;7
Chamalal;cham1309;УКРАНИ?ЙО;noun I;Magomedova 1999;Украина;-o, PL;u-k-r-a-n-'i-j-o;1;u-k-r-a-0-n-'i-j;U-k-r-A-'i-n-A-0;;;8;5
Godoberi;ghod1238;УКРАИ?НА/В;;Saidova 2006;Украина;-aw, CL;u-k-r-a-'i-n-a-w;;u-k-r-a-'i-n-a;U-k-r-A-'i-n-A;;;7;7
Karata-Tukita;kara1474;УКРАИНА'В;;Magomedova, Khalidova 2001;Украина;-aw, CL;u-k-r-a-i-n-'a-w;;u-k-r-a-i-n-'a;U-k-r-A-'i-n-A;;;7;7
Tindi;tind1238;УКРАИ?НАВ;;Magomedova 2003;Украина;-aw, CL;u-k-r-a-'i-n-a-w;;u-k-r-a-'i-n-a;U-k-r-A-'i-n-A;;;7;7
Bagvalal;bagv1239;УКРА?ИНАЙ;;Magomedova 2004;Украина;-aj, CL;u-k-r-a-'i-n-a-j;1;u-k-r-a-'i-n-a;U-k-r-A-'i-n-A;;;7;7
Botlikh;botl1242;украи?най;;Alekseev, Azayev 2019;Украина;-aj, CL;u-k-r-a-'i-n-a-j;1;u-k-r-a-'i-n-a;U-k-r-A-'i-n-A;;;7;7
Chamalal;cham1309;УКРАНИ?ЙЕ;noun II;Magomedova 1999;Украина;-e, CL;u-k-r-a-n-'i-j-e;;u-k-r-a-0-n-'i-j;U-k-r-A-'i-n-A-0;;;8;5
Godoberi;ghod1238;УКРАИ?НА/Й;;Saidova 2006;Украина;-aj, CL;u-k-r-a-'i-n-a-j;1;u-k-r-a-'i-n-a;U-k-r-A-'i-n-A;;;7;7
Karata-Tukita;kara1474;УКРАИ'НАЙ;;Magomedova, Khalidova 2001;Украина;-aj, CL;u-k-r-a-'i-n-a-j;1;u-k-r-a-'i-n-a;U-k-r-A-'i-n-A;;;7;7
Tindi;tind1238;УКРАИ?НАЙ;;Magomedova 2003;Украина;-aj, CL;u-k-r-a-'i-n-a-j;1;u-k-r-a-'i-n-a;U-k-r-A-'i-n-A;;;7;7
Akhvakh;akhv1239;украи'на?лIи/б/е;noun;Magomedova, Abdulayeva 2007;Украина;-t??ibe, ATTR;u-k-r-a-'i-n-a?-t??-i-b-e;;u-k-r-a-'i-n-a;U-k-r-A-'i-n-A;;;7;7
Botlikh;botl1242;украи?налуб;;Alekseev, Azayev 2019;Украина;-alub, ADJZ;u-k-r-a-'i-n-a-l-u-b;1;u-k-r-a-'i-n-a;U-k-r-A-'i-n-A;;;7;7
Bagvalal;bagv1239;УКРА?ИНАД/И;;Magomedova 2004;Украина;-adi, PL;u-k-r-a-'i-n-a-d-i;1;u-k-r-a-'i-n-a;U-k-r-A-'i-n-A;;;7;7
