language;glottocode;lemma;pos;reference;meaning_ru;morph_deleted;target_ipa_morph;derived;target_ipa;russian_ipa;metathesis;problems;total_segments;match_count
Botlikh;botl1242;кита?йав;noun;Alekseev, Azayev 2019;Китай;-aw, CL;k-i-t-'a-j-a-w;;k-i-t-'a-j;k?-I-t-'a-j;;;5;5
Godoberi;ghod1238;КИТ?ЙА/В;noun;Saidova 2006;Китай;-aw, CL;k?-i-t-'a-j-a-w;;k?-i-t-'a-j;k?-I-t-'a-j;;;5;5
Karata-Tukita;kara1474;КИ'ТАЙАВ;noun;Magomedova, Khalidova 2001;Китай;-aw, CL;k-'i-t-a-j-a-w;;k-'i-t-a-j;k?-I-t-'a-j;;;5;5
Tindi;tind1238;КИТ?ЙАВУ;noun;Magomedova 2003;Китай;-awu, CL;k-i-t-'a-j-a-w-u;;k-i-t-'a-j;k?-I-t-'a-j;;;8;5
Akhvakh;akhv1239;кита'йц?оло/б/е;adj;Magomedova, Abdulayeva 2007;китаец;-lobe, ADJZ;k-i-t-'a-j-ts?-o-l-o-b-e;1;k-i-t-'a-j-0-ts?;k?-I-t-'a-j-E-ts;;;7;6
Akhvakh;akhv1239;китайе?лIи;adj;Magomedova, Abdulayeva 2007;Китай;-t??i, ATTR;k-i-t-a-j-e?-t??-i;;k-i-t-'a-j;k?-I-t-'a-j;;;5;5
Avar;avar1256;кита?й;noun;Gimbatov 2006;китайский;;;;k-i-t-'a-j;k?-I-t-'a-j;;;5;5
Botlikh;botl1242;кита?йалуб;adj;Alekseev, Azayev 2019;Китай;-alub, ADJZ;k-i-t-'a-j-a-l-u-b;1;k-i-t-'a-j;k?-I-t-'a-j;;;5;5
Karata-Tukita;kara1474;КИТА'ЙАС?;noun;Magomedova, Khalidova 2001;Китай;-as:, ADJZ;k-i-t-'a-j-a-s?;1;k-'i-t-a-j;k?-I-t-'a-j;;;5;5
Karata-Tukita;kara1474;КИТА'ЙЛ|;noun;Magomedova, Khalidova 2001;Китай;-t?, ADJZ;k-i-t-'a-j-t?;;k-i-t-'a-j;k?-I-t-'a-j;;;5;5
Akhvakh;akhv1239;кита'йц?о;noun;Magomedova, Abdulayeva 2007;китаец;-o, PL;k-i-t-'a-j-ts?-o;;k-i-t-'a-j-0-ts?;k?-I-t-'a-j-E-ts;;;7;6
Bagvalal;bagv1239;КИТ?ЙАД/И;noun;Magomedova 2004;Китай;-di, PL;k-i-t-'a-j-a-d-i;1;k-i-t-'a-j;k?-I-t-'a-j;;;5;5
Botlikh;botl1242;кита?йал;noun;Alekseev, Azayev 2019;Китай;-al, PL;k-i-t-'a-j-a-l;1;k-i-t-'a-j;k?-I-t-'a-j;;;5;5
Godoberi;ghod1238;КИТ?ЙА/Л;noun;Saidova 2006;Китай;-al, PL;k?-i-t-'a-j-a-l;1;k?-i-t-'a-j;k?-I-t-'a-j;;;5;5
Karata-Tukita;kara1474;КИТА'ЙДИ;noun;Magomedova, Khalidova 2001;Китай;-di, PL;k-i-t-'a-j-d-i;1;k-'i-t-a-j;k?-I-t-'a-j;;;5;5
Tindi;tind1238;КИТ/??ЙИ;noun;Magomedova 2003;китайцы;;;;k-i-t-'a:-j-i;k?-I-t-'a-j-0;;;6;5
Bagvalal;bagv1239;КИТ?ЙАДУЙ;noun;Magomedova 2004;Китай;-aduj, CL;k-i-t-'a-j-a-d-u-j;1;k-i-t-'a-j;k?-I-t-'a-j;;;5;5
Botlikh;botl1242;кита?йай;noun;Alekseev, Azayev 2019;Китай;-aj, CL;k-i-t-'a-j-a-j;1;k-i-t-'a-j;k?-I-t-'a-j;;;5;5
Botlikh;botl1242;китайай;noun;Saidova, Abusov 2012;Китай;-aj, CL;k-i-t-a-j-a-j;1;k-i-t-'a-j;k?-I-t-'a-j;;;5;5
Godoberi;ghod1238;КИТ?ЙА/Й;noun;Saidova 2006;Китай;-aj, CL;k?-i-t-'a-j-a-j;1;k?-i-t-'a-j;k?-I-t-'a-j;;;5;5
Karata-Tukita;kara1474;КИ'ТАЙАЙ;noun;Magomedova, Khalidova 2001;Китай;-aj, CL;k-'i-t-a-j-a-j;1;k-'i-t-a-j;k?-I-t-'a-j;;;5;5
Tindi;tind1238;КИТ?ЙАВУЙ;noun;Magomedova 2003;Китай;-awuj, CL;k-i-t-'a-j-a-w-u-j;1;k-i-t-'a-j;k?-I-t-'a-j;;;9;5
Avar;avar1256;кит?л/ь;noun;Gimbatov 2006;китель;;;;k-'i-t-e-l;k?-'i-t?-E-l?;;;5;5
Botlikh;botl1242;ки?тел;noun;Alekseev, Azayev 2019;китель;;;;k-'i-t-e-l;k?-'i-t?-E-l?;;;5;5
Botlikh;botl1242;кала?виш;noun;Alekseev, Azayev 2019;клавиша;;;;k-a-l-'a-w-i-?-0;k-0-l-'a-v?-I-?-A;;;8;5
Botlikh;botl1242;каладо?вка;noun;Alekseev, Azayev 2019;кладовая;;;;k-a-l-a-d-'o-w-k-a;k-0-l-A-d-'o-V-k-A;;;9;7
Botlikh;botl1242;кала?пан;noun;Alekseev, Azayev 2019;клапан;;;;k-a-l-'a-p-a-n;k-0-l-'a-p-A-n;;;7;6
Botlikh;botl1242;каларне?т;noun;Alekseev, Azayev 2019;кларнет;;;;k-a-l-a-r-n-'e-t;k-0-l-A-r-n?-'e-t;;;8;7
Avar;avar1256;класс;noun;Gimbatov 2006;класс;;;;k-l-'a-s;k-l-'a-s;;;4;4
Bagvalal;bagv1239;КАЛ?С;noun;Magomedova 2004;класс;;;;k-a-l-'a-s;k-0-l-'a-s;;;5;4
Botlikh;botl1242;кала?с;noun;Alekseev, Azayev 2019;класс;;;;k-a-l-'a-s;k-0-l-'a-s;;;5;4
Godoberi;ghod1238;КАЛ?СИ;noun;Saidova 2006;класс;;;;k-a-l-'a-s-i;k-0-l-'a-s-0;;;6;4
Godoberi;ghod1238;КЯЛ?С;noun;Saidova 2006;класс;;;;k?-a-l-'a-s;k-0-l-'a-s;;;5;4
Botlikh;botl1242;кала?салъи;adj;Alekseev, Azayev 2019;класс;-a?i, ATTR;k-a-l-'a-s-a-?-i;1;k-a-l-'a-s;k-0-l-'a-s;;;5;4
Bagvalal;bagv1239;КИЛ??КА;noun;Magomedova 2004;клеенка;;;;k-i-l-0-'o-0-k-a;k-l?-E-j-'o-n-k-A;1;;8;4
Bagvalal;bagv1239;КИЛ?НКА;noun;Magomedova 2004;клеенка;;;;k-i-l-0-'o-n-k-a;k-l?-E-j-'o-n-k-A;1;;8;5
Godoberi;ghod1238;КИЛИЙ?НКА;noun;Saidova 2006;клеенка;;;;k?-i-l-i-j-'o-n-k-a;k-0-l?-E-j-'o-n-k-A;;;9;7
Avar;avar1256;клеёнка;noun;Gimbatov 2006;клеёнка;;;;k-l-e-j-'o-n-k-a;k-l?-E-j-'o-n-k-A;;;8;8
Botlikh;botl1242;килёнка;noun;Alekseev, Azayev 2019;клеёнка;;;;k-i-l?-0-0-o-n-k-a;k-0-l?-E-j-'o-n-k-A;;;9;6
Botlikh;botl1242;килийонка;noun;Saidova, Abusov 2012;клеёнка;;;;k-i-l-i-j-o-n-k-a;k-0-l?-E-j-'o-n-k-A;;;9;7
Avar;avar1256;кл?зма;noun;Gimbatov 2006;клизма;;;;k-l-'i-z-m-a;k-l?-'i-z-m-A;;;6;6
Botlikh;botl1242;кили?зма;noun;Alekseev, Azayev 2019;клизма;;;;k-i-l-'i-z-m-a;k-0-l?-'i-z-m-A;;;7;6
Avar;avar1256;клуб;noun;Gimbatov 2006;клуб;;;;k-l-'u-b;k-l-'u-B;;;4;4
Botlikh;botl1242;кулу?б;noun;Alekseev, Azayev 2019;клуб;;;;k-u-l-'u-b;k-0-l-'u-B;;;5;4
Botlikh;botl1242;кулуб;noun;Saidova, Abusov 2012;клуб;;;;k-u-l-u-b;k-0-l-'u-B;;;5;4
Godoberi;ghod1238;КУЛУ?Б/У;noun;Saidova 2006;клуб;;;;k-u-l-'u-b-u;k-0-l-'u-B-0;;;6;4
Avar;avar1256;кл?мба;noun;Gimbatov 2006;клумба;;;;k-l-'u-m-b-a;k-l-'u-m-b-A;;;6;6
Botlikh;botl1242;кулу?мба;noun;Alekseev, Azayev 2019;клумба;;;;k-u-l-'u-m-b-a;k-0-l-'u-m-b-A;;;7;6
Akhvakh;akhv1239;кини'щикIа;noun;Magomedova, Abdulayeva 2007;книжка;;;;k-i-n-'i-??-i-k'-a;k-0-n?-'i-?-0-k-A;;;8;5
Avar;avar1256;кн?жка;noun;Gimbatov 2006;книжка;;;;k-n-'i-?-k-a;k-n?-'i-ZH-k-A;;;6;3
Botlikh;botl1242;кини?шка;noun;Alekseev, Azayev 2019;книжка;;;;k-i-n-'i-?-k-a;k-0-n?-'i-?-k-A;;;7;6
Godoberi;ghod1238;КИНИ?ШКЯ;noun;Saidova 2006;книжка;;;;k?-i-n-'i-?-k?-a;k-0-n?-'i-?-k-A;;;7;6
Karata-Tukita;kara1474;КИНИ'ШК|А;noun;Magomedova, Khalidova 2001;книжка;;;;k-i-n-'i-?-k'-a;k-0-n?-'i-?-k-A;;;7;5
Avar;avar1256;кн?пка;noun;Gimbatov 2006;кнопка;;;;k-n-'o-p-k-a;k-n-'o-p-k-A;;;6;6
Botlikh;botl1242;коно?пка;noun;Alekseev, Azayev 2019;кнопка;;;;k-o-n-'o-p-k-a;k-0-n-'o-p-k-A;;;7;6
Andi;andi1255;к?енази;noun;Salimov 2010;князь;;;;k'-e-n-a-z-i;k-0-n?-'a-Z?-0;;;6;3
Avar;avar1256;гина?з;noun;Gimbatov 2006;князь;;;;g-i-n-'a-z;k-0-n?-'a-Z?;;;5;3
Avar;avar1256;княз/ь;noun;Gimbatov 2006;князь;;;;k-n-'a-z;k-n?-'a-Z?;;;4;4
Botlikh;botl1242;кавбо?й;noun;Alekseev, Azayev 2019;ковбой;;;;k-a-w-b-'o-j;k-O-v-b-'o-j;;;6;4
Botlikh;botl1242;кабирко?т;noun;Alekseev, Azayev 2019;коверкот;;;;k-a-b-i-r-k-'o-t;k-O-v?-E-r-k-'o-t;;;8;5
Botlikh;botl1242;кавирко?тилъи;adj;Alekseev, Azayev 2019;коверкот;-i?i, ATTR;k-a-w-i-r-k-'o-t-i-?-i;1;k-a-w-i-r-k-'o-t;k-O-v?-E-r-k-'o-t;;;8;5
Avar;avar1256;кожа?нка;noun;Gimbatov 2006;кожанка;;;;k-'o-?-a-n-k-a;k-'o-?-A-n-k-A;;;7;6
Botlikh;botl1242;ко?жинка;noun;Alekseev, Azayev 2019;кожанка;;;;k-'o-?-i-n-k-a;k-'o-?-A-n-k-A;;;7;5
Botlikh;botl1242;кази?рка;noun;Saidova, Abusov 2012;козырек;;;;k-a-z-'i-r-k-a;k-O-z-I-r?-'o-k;;other form;7;4
Botlikh;botl1242;гу?зер;noun;Alekseev, Azayev 2019;козырь;;;;?-'u-z-e-r;k-'o-z-I-r?;;;5;2
Botlikh;botl1242;ко?клуш;noun;Alekseev, Azayev 2019;коклюш;;;;k-'o-k-l-u-?;k-'o-k-l?-U-?;;;6;6
Botlikh;botl1242;калбаса?;noun;Alekseev, Azayev 2019;колбаса;;;;k-a-l-b-a-s-'a;k-O-l-b-A-s-'a;;;7;6
Botlikh;botl1242;кали?т;noun;Alekseev, Azayev 2019;колит;;;;k-a-l-'i-t;k-O-l?-'i-t;;;5;4
Avar;avar1256;коллект?в;noun;Gimbatov 2006;коллектив;;;;k-o-l-e-k-t-'i-w;k-O-l?-E-k-t?-'i-V;;;8;7
Botlikh;botl1242;каликти?в;noun;Alekseev, Azayev 2019;коллектив;;;;k-a-l-i-k-t-'i-w;k-O-l?-E-k-t?-'i-V;;;8;5
Botlikh;botl1242;кале?кцир;noun;Alekseev, Azayev 2019;коллекция;-r, CL;k-a-l-'e-k-ts-i-r;;k-a-l-'e-k-ts-i-0-0;k-O-l?-'e-k-ts-I-j-A;;;9;6
Avar;avar1256;колониал?зм;noun;Gimbatov 2006;колониализм;;;;k-o-l-o-n-i-a-l-'i-z-m;k-O-l-O-n?-I-A-l?-'i-z-m;;;11;11
Botlikh;botl1242;калониали?зм;noun;Alekseev, Azayev 2019;колониализм;;;;k-a-l-o-n-i-a-l-'i-z-m;k-O-l-O-n?-I-A-l?-'i-z-m;;;11;10
Avar;avar1256;колониза?тор;noun;Gimbatov 2006;колонизатор;;;;k-o-l-o-n-i-z-'a-t-o-r;k-O-l-O-n?-I-z-'a-t-O-r;;;11;11
Botlikh;botl1242;калониза?тор;noun;Alekseev, Azayev 2019;колонизатор;;;;k-a-l-o-n-i-z-'a-t-o-r;k-O-l-O-n?-I-z-'a-t-O-r;;;11;10
Avar;avar1256;кол?ния;noun;Gimbatov 2006;колония;;;;k-o-l-'o-n-i-j-a;k-O-l-'o-n?-I-j-A;;;8;8
Botlikh;botl1242;кало?ни;noun;Alekseev, Azayev 2019;колония;;;;k-a-l-'o-n-i-0-0;k-O-l-'o-n?-I-j-A;;;8;5
Andi;andi1255;калхози;noun;Salimov 2010;колхоз;;;;k-a-l-?-o-z-i;k-O-l-x-'o-Z-0;;;7;4
Avar;avar1256;колх?з;noun;Gimbatov 2006;колхоз;;;;k-o-l-?-'o-z;k-O-l-x-'o-Z;;;6;5
Botlikh;botl1242;калхо?з;noun;Alekseev, Azayev 2019;колхоз;;;;k-a-l-?-'o-z;k-O-l-x-'o-Z;;;6;4
Godoberi;ghod1238;КЯЛХУ?З/У;noun;Saidova 2006;колхоз;;;;k?-a-l-?-'u-z-u;k-O-l-x-'o-Z-0;;;7;3
Karata-Tukita;kara1474;КАЛХО'З;noun;Magomedova, Khalidova 2001;колхоз;;;;k-a-l-?-'o-z;k-O-l-x-'o-Z;;;6;4
Botlikh;botl1242;калхо?зникI;noun;Alekseev, Azayev 2019;колхозник;;;;k-a-l-?-'o-z-n-i-k';k-O-l-x-'o-z?-n?-I-k;;;9;6
Botlikh;botl1242;калхо?зник;noun;Saidova, Abusov 2012;колхозник;;;;k-a-l-?-'o-z-n-i-k;k-O-l-x-'o-z?-n?-I-k;;;9;7
Godoberi;ghod1238;КЯЛХ?ЗНИК/И;noun;Saidova 2006;колхозник;;;;k?-a-l-?-'o-z-n-i-k?-i;k-O-l-x-'o-z?-n?-I-k-0;;;10;7
Botlikh;botl1242;калцо?;noun;Alekseev, Azayev 2019;кольцо;;;;k-a-l-ts-'o;k-O-l?-ts-'o;;;5;4
Botlikh;botl1242;каляска;noun;Alekseev, Azayev 2019;коляска;;;;k-a-l-j-a-s-k-a;k-O-l?-0-'a-s-k-A;;;8;6
Avar;avar1256;кома?нда;noun;Gimbatov 2006;команда;;;;k-o-m-'a-n-d-a;k-O-m-'a-n-d-A;;;7;7
Bagvalal;bagv1239;КАМ??ДА;noun;Magomedova 2004;команда;;;;k-a-m-'a-0-d-a;k-O-m-'a-n-d-A;;;7;5
Botlikh;botl1242;кама?нда;noun;Alekseev, Azayev 2019;команда;;;;k-a-m-'a-n-d-a;k-O-m-'a-n-d-A;;;7;6
Avar;avar1256;кома?ндир;noun;Gimbatov 2006;командир;;;;k-o-m-'a-n-d-i-r;k-O-m-A-n-d?-'i-r;;;8;8
Botlikh;botl1242;кама?ндар;noun;Alekseev, Azayev 2019;командир;;;;k-a-m-'a-n-d-a-r;k-O-m-A-n-d?-'i-r;;;8;6
Avar;avar1256;командир?вка;noun;Gimbatov 2006;командировка;;;;k-o-m-a-n-d-i-r-'o-w-k-a;k-O-m-A-n-d?-I-r-'o-V-k-A;;;12;11
Bagvalal;bagv1239;КАМА?ДИР??ОКА;noun;Magomedova 2004;командировка;;;;k-a-m-a?-0-d-i-r-'o?-0-k-a;k-O-m-A-n-d?-I-r-'o-V-k-A;;;12;3
Botlikh;botl1242;камандиро?вка;noun;Alekseev, Azayev 2019;командировка;;;;k-a-m-a-n-d-i-r-'o-w-k-a;k-O-m-A-n-d?-I-r-'o-V-k-A;;;12;10
Avar;avar1256;кома?ндовани/е;noun;Gimbatov 2006;командование;;;;k-o-m-'a-n-d-o-w-a-n-i-j-e;k-O-m-'a-n-d-O-v-A-n?-I-j-E;;;13;12
Botlikh;botl1242;кама?ндовани;noun;Alekseev, Azayev 2019;командование;;;;k-a-m-'a-n-d-o-w-a-n-i-0-0;k-O-m-'a-n-d-O-v-A-n?-I-j-E;;;13;9
Botlikh;botl1242;каманди?рлъи игьи;verb;Alekseev, Azayev 2019;командир;"-?i, NM.DER; ihi, do";k-a-m-a-n-d-'i-r-?-i i-h-i;;k-a-m-a-n-d-'i-r;k-O-m-'a-n-d?-I-r;;;8;7
Avar;avar1256;комба?йн;noun;Gimbatov 2006;комбайн;;;;k-o-m-b-'a-j-n;k-O-m-b-'a-j-n;;;7;7
Bagvalal;bagv1239;КА?Б?ЙН;noun;Magomedova 2004;комбайн;;;;k-a?-0-b-'a-j-n;k-O-m-b-'a-j-n;;;7;1
Botlikh;botl1242;камба?йн;noun;Alekseev, Azayev 2019;комбайн;;;;k-a-m-b-'a-j-n;k-O-m-b-'a-j-n;;;7;6
Botlikh;botl1242;камба?йин;noun;Saidova, Abusov 2012;комбайн;;;;k-a-m-b-'a-j-i-n;k-O-m-b-'a-j-0-n;;;8;6
Godoberi;ghod1238;КАМБ?ЙНА;noun;Saidova 2006;комбайн;;;;k-a-m-b-'a-j-n-a;k-O-m-b-'a-j-n-0;;;8;6
Avar;avar1256;комба?йнер;noun;Gimbatov 2006;комбайнер;;;;k-o-m-b-'a-j-n-e-r;k-O-m-b-'a-j-n?-E-r;;;9;9
Botlikh;botl1242;камба?йнерлъи;noun;Saidova, Abusov 2012;комбайнер;-?i, N.DER;k-a-m-b-'a-j-n-e-r-?-i;1;k-a-m-b-'a-j-n-e-r;k-O-m-b-'a-j-n?-E-r;;;9;8
Botlikh;botl1242;камба?йнер;noun;Saidova, Abusov 2012;комбайнер;;;;k-a-m-b-'a-j-n-e-r;k-O-m-b-'a-j-n?-E-r;;;9;8
Botlikh;botl1242;камбико?рма;noun;Saidova, Abusov 2012;комбикорм;;;;k-a-m-b-i-k-'o-r-m-a;k-O-m-b?-I-k-'o-r-m-0;;;10;8
Godoberi;ghod1238;КЯРМИ?КОРМА;noun;Saidova 2006;комбикорм;;;;k?-a-r-m-'i-k-o-r-m-a;k-O-m-b?-I-k-'o-r-m-0;;;10;6
Avar;avar1256;комбина?т;noun;Gimbatov 2006;комбинат;;;;k-o-m-b-i-n-'a-t;k-O-m-b?-I-n-'a-t;;;8;8
Botlikh;botl1242;камбина?т;noun;Alekseev, Azayev 2019;комбинат;;;;k-a-m-b-i-n-'a-t;k-O-m-b?-I-n-'a-t;;;8;7
Avar;avar1256;комбина?ция;noun;Gimbatov 2006;комбинация;;;;k-o-m-b-i-n-'a-ts-i-j-a;k-O-m-b?-I-n-'a-ts-I-j-A;;;11;11
Botlikh;botl1242;камбина?ц/и;noun;Saidova, Abusov 2012;комбинация;;;;k-a-m-b-i-n-'a-ts-i-0-0;k-O-m-b?-I-n-'a-ts-I-j-A;;;11;8
Avar;avar1256;ком?дия;noun;Gimbatov 2006;комедия;;;;k-o-m-'e-d-i-j-a;k-O-m?-'e-d?-I-j-A;;;8;8
Botlikh;botl1242;каме?ди;noun;Alekseev, Azayev 2019;комедия;;;;k-a-m-'e-d-i-0-0;k-O-m?-'e-d?-I-j-A;;;8;5
Botlikh;botl1242;каминда?нт;noun;Alekseev, Azayev 2019;комендант;;;;k-a-m-i-n-d-'a-n-t;k-O-m?-E-n-d-'a-n-t;;;9;7
Avar;avar1256;комисса?р;noun;Gimbatov 2006;комиссар;;;;k-o-m-i-s-'a-r;k-O-m?-I-s-'a-r;;;7;7
Botlikh;botl1242;камиса?р;noun;Alekseev, Azayev 2019;комиссар;;;;k-a-m-i-s-'a-r;k-O-m?-I-s-'a-r;;;7;6
Botlikh;botl1242;камисио?нни;noun;Alekseev, Azayev 2019;комиссионный;;;;k-a-m-i-s-i-'o-n-n-i-0;k-O-m?-I-s?-I-'o-n-n-I-j;;;11;9
Avar;avar1256;ком?ссия;noun;Gimbatov 2006;комиссия;;;;k-o-m-'i-s-i-j-a;k-O-m?-'i-s?-I-j-A;;;8;8
Botlikh;botl1242;ками?си;noun;Alekseev, Azayev 2019;комиссия;;;;k-a-m-'i-s-i-0-0;k-O-m?-'i-s?-I-j-A;;;8;5
Avar;avar1256;комит?т;noun;Gimbatov 2006;комитет;;;;k-o-m-i-t-'e-t;k-O-m?-I-t?-'e-t;;;7;7
Botlikh;botl1242;камите?т;noun;Saidova, Abusov 2012;комитет;;;;k-a-m-i-t-'e-t;k-O-m?-I-t?-'e-t;;;7;6
Avar;avar1256;комм?на;noun;Gimbatov 2006;коммуна;;;;k-o-m-'u-n-a;k-O-m-'u-n-A;;;6;6
Botlikh;botl1242;каму?на;noun;Alekseev, Azayev 2019;коммуна;;;;k-a-m-'u-n-a;k-O-m-'u-n-A;;;6;5
Botlikh;botl1242;камуна?лни;adj;Alekseev, Azayev 2019;коммунальный;;;;k-a-m-u-n-'a-l-n-i-0;k-O-m-U-n-'a-l?-n-I-j;;;10;8
Avar;avar1256;комм?нар;noun;Gimbatov 2006;коммунар;;;;k-o-m-'u-n-a-r;k-O-m-U-n-'a-r;;;7;7
Botlikh;botl1242;камуна?р;noun;Alekseev, Azayev 2019;коммунар;;;;k-a-m-u-n-'a-r;k-O-m-U-n-'a-r;;;7;6
Andi;andi1255;камунизи;noun;Salimov 2010;коммунизм;;;;k-a-m-u-n-i-z-0-i;k-O-m-U-n?-'i-z-m-0;;;9;6
Avar;avar1256;комм?низм;noun;Gimbatov 2006;коммунизм;;;;k-o-m-'u-n-i-z-m;k-O-m-U-n?-'i-z-m;;;8;8
Botlikh;botl1242;камуни?зм;noun;Alekseev, Azayev 2019;коммунизм;;;;k-a-m-u-n-'i-z-m;k-O-m-U-n?-'i-z-m;;;8;7
Avar;avar1256;коммун?ст;noun;Gimbatov 2006;коммунист;;;;k-o-m-u-n-'i-s-t;k-O-m-U-n?-'i-s-t;;;8;8
Botlikh;botl1242;камуни?ст;noun;Alekseev, Azayev 2019;коммунист;;;;k-a-m-u-n-'i-s-t;k-O-m-U-n?-'i-s-t;;;8;7
Botlikh;botl1242;камуни?сталуб;adj;Alekseev, Azayev 2019;коммунист;-alub, ADJZ;k-a-m-u-n-'i-s-t-a-l-u-b;1;k-a-m-u-n-'i-s-t;k-O-m-U-n?-'i-s-t;;;8;7
Avar;avar1256;ком?д;noun;Gimbatov 2006;комод;;;;k-o-m-'o-d;k-O-m-'o-D;;;5;5
Botlikh;botl1242;камо?д;noun;Alekseev, Azayev 2019;комод;;;;k-a-m-'o-d;k-O-m-'o-D;;;5;4
Avar;avar1256;компа?ния;noun;Gimbatov 2006;компания;;;;k-o-m-p-'a-n-i-j-a;k-O-m-p-'a-n?-I-j-A;;;9;9
Avar;avar1256;к?мпас;noun;Gimbatov 2006;компас;;;;k-'o-m-p-a-s;k-'o-m-p-A-s;;;6;6
Botlikh;botl1242;ко?мпас;noun;Alekseev, Azayev 2019;компас;;;;k-'o-m-p-a-s;k-'o-m-p-A-s;;;6;6
Botlikh;botl1242;камплиме?нт;noun;Alekseev, Azayev 2019;комплимент;;;;k-a-m-p-l-i-m-'e-n-t;k-O-m-p-l?-I-m?-'e-n-t;;;10;9
Botlikh;botl1242;кампази?тор;noun;Alekseev, Azayev 2019;композитор;;;;k-a-m-p-a-z-'i-t-o-r;k-O-m-p-O-z?-'i-t-O-r;;;10;8
Avar;avar1256;комп?т;noun;Gimbatov 2006;компот;;;;k-o-m-p-'o-t;k-O-m-p-'o-t;;;6;6
Bagvalal;bagv1239;КА?П?Т;noun;Magomedova 2004;компот;;;;k-a?-0-p-'o-t;k-O-m-p-'o-t;;;6;1
Botlikh;botl1242;кампо?т;noun;Alekseev, Azayev 2019;компот;;;;k-a-m-p-'o-t;k-O-m-p-'o-t;;;6;5
Botlikh;botl1242;кампре?сс букIа?й;verb;Alekseev, Azayev 2019;компресс;buk''aj, crumble;k-a-m-p-r-'e-s? b-u-k'-'a-j;;k-a-m-p-r-'e-s?;k-O-m-p-r?-'e-s;;;7;6
Avar;avar1256;комсом?л;noun;Gimbatov 2006;комсомол;;;;k-o-m-s-o-m-'o-l;k-O-m-s-O-m-'o-l;;;8;8
Botlikh;botl1242;камсамо?л;noun;Alekseev, Azayev 2019;комсомол;;;;k-a-m-s-a-m-'o-l;k-O-m-s-O-m-'o-l;;;8;6
Avar;avar1256;комсом?ла/в;noun;Gimbatov 2006;комсомол;-aw, CL;k-o-m-s-o-m-'o-l-a-w;1;k-o-m-s-o-m-'o-l;k-O-m-s-O-m-'o-l;;;8;8
Botlikh;botl1242;камсамо?лиц;noun;Alekseev, Azayev 2019;комсомолец;;;;k-a-m-s-a-m-'o-l-i-ts;k-O-m-s-O-m-'o-l?-E-ts;;;10;7
Botlikh;botl1242;камсо?рг;noun;Alekseev, Azayev 2019;комсорг;;;;k-a-m-s-'o-r-?;k-O-m-s-'o-r-G;;;7;5
Avar;avar1256;конв?рт;noun;Gimbatov 2006;конверт;;;;k-o-n-w-'e-r-t;k-O-n-v?-'e-r-t;;;7;6
Botlikh;botl1242;канве?рт;noun;Alekseev, Azayev 2019;конверт;;;;k-a-n-w-'e-r-t;k-O-n-v?-'e-r-t;;;7;5
Godoberi;ghod1238;КЯНВ?РТ/И;noun;Saidova 2006;конверт;;;;k?-a-n-w-'e-r-t-i;k-O-n-v?-'e-r-t-I;;;8;6
Botlikh;botl1242;канво?й;noun;Alekseev, Azayev 2019;конвой;;;;k-a-n-w-'o-j;k-O-n-v-'o-j;;;6;4
Avar;avar1256;конгр?сс;noun;Gimbatov 2006;конгресс;;;;k-o-n-g-r-'e-s;k-O-n-g-r-'e-s;;;7;7
Botlikh;botl1242;кангре?с;noun;Alekseev, Azayev 2019;конгресс;;;;k-a-n-?-r-'e-s;k-O-n-g-r-'e-s;;;7;5
Botlikh;botl1242;канду?ктор;noun;Alekseev, Azayev 2019;кондуктор;;;;k-a-n-d-'u-k-t-o-r;k-O-n-d-'u-k-t-O-r;;;9;8
Avar;avar1256;консерват?рия;noun;Gimbatov 2006;консерватория;;;;k-o-n-s-e-r-w-a-t-'o-r-i-j-a;k-O-n-s?-E-r-v-A-t-'o-r?-I-j-A;;;14;13
Botlikh;botl1242;кансирвато?ри;noun;Alekseev, Azayev 2019;консерватория;;;;k-a-n-s-i-r-w-a-t-'o-r-i-0-0;k-O-n-s?-E-r-v-A-t-'o-r?-I-j-A;;;14;9
Botlikh;botl1242;кансирви?роват игьи?;verb;Alekseev, Azayev 2019;консервировать;;;;k-a-n-s-i-r-w-'i-r-o-w-a-t;k-O-n-s?-E-r-v?-'i-r-O-v-A-t?;;;13;9
Bagvalal;bagv1239;КА?С?Р;noun;Magomedova 2004;консервы;;;;k-a?-0-s-'e-r-0-0;k-O-n-s?-'e-r-v-I;;;8;1
Bagvalal;bagv1239;КА?С?РВА;noun;Magomedova 2004;консервы;;;;k-a?-0-s-'e-r-w-a;k-O-n-s?-'e-r-v-I;;;8;1
Botlikh;botl1242;кансе?ру;noun;Alekseev, Azayev 2019;консервы;;;;k-a-n-s-'e-r-0-u;k-O-n-s?-'e-r-v-I;;;8;5
Botlikh;botl1242;кансе?рва;noun;Saidova, Abusov 2012;консервы;;;;k-a-n-s-'e-r-w-a;k-O-n-s?-'e-r-v-I;;;8;5
Godoberi;ghod1238;КЯНСИ?Р;noun;Saidova 2006;консервы;;;;k?-a-n-s-'i-r-0;k-O-n-s?-'e-r-v;;;7;4
Avar;avar1256;консп?кт;noun;Gimbatov 2006;конспект;;;;k-o-n-s-p-'e-k-t;k-O-n-s-p?-'e-k-t;;;8;8
Botlikh;botl1242;канспе?кт;noun;Alekseev, Azayev 2019;конспект;;;;k-a-n-s-p-'e-k-t;k-O-n-s-p?-'e-k-t;;;8;7
